Year,Type,Subtype,Name,Country,Location
1954,Earthquake,Ground movement,,Afghanistan,North Region
1956,Earthquake,Ground movement,,Afghanistan,Kabul
1972,Earthquake,Ground movement,,Afghanistan,"Sarsangi, Narin counties (Hindu Kush region)"
1976,Earthquake,Ground movement,,Afghanistan,Shamagan province (Hindu Kush)
1982,Earthquake,Ground movement,,Afghanistan,Baghlan province (Hindu Kush region)
1983,Earthquake,Ground movement,,Afghanistan,"Hindu Kush region, North-East provinces"
1984,Earthquake,Ground movement,,Afghanistan,Jalalabad Area
1991,Earthquake,Ground movement,,Afghanistan,Keshim (Badakhshan province)
1991,Earthquake,Ground movement,,Afghanistan,"Konar, Nangarhar, Badakhstan provinces"
1992,Earthquake,Ground movement,,Afghanistan,
1994,Earthquake,Ground movement,,Afghanistan,"Termez, Depth Shallow, Balkh and Jowzan Provinces, Mazar-I-Sharif District"
1996,Earthquake,Ground movement,,Afghanistan,"Pakhalsoz, Dar-E-Zand, Qala-E-Khwaja (Maimana, Faryab Province)"
1997,Earthquake,Ground movement,,Afghanistan,Herat area
1998,Earthquake,Ground movement,,Afghanistan,Shari-I-Buzurg (Faizabad )
1998,Earthquake,Ground movement,,Afghanistan,Rustaq (Takhar province)
1998,Earthquake,Ground movement,,Afghanistan,Rostaq area
1999,Earthquake,Ground movement,,Afghanistan,"Maidam Shar, Nirkh, Sayedabad, Baraki Barak, Pul-e-Alam, Mohammad Agha - Lowgar "
2001,Earthquake,Ground movement,,Afghanistan,Fayzabad district (Badakhshan province)
2001,Earthquake,Ground movement,,Afghanistan,"Panjsher, Parwan, Kapisa provinces"
2002,Earthquake,Ground movement,,Afghanistan,"Hindu Kush montain (Wakhan district, Badakhshan province), Souchi Bala Payan, Yawan villages (Yawan district, Badakhshan province), Souch village (Jorm district, Badakhshan province), Jurm, Malang Ab villages (Baharak district, Badakhshan province), Rostaq district (Takhar province), Kabul district (Kabul province), Khuram Wa Sarbagh, Aybak districts (Samagan province)"
2002,Earthquake,Ground movement,,Afghanistan,Nahrin district (Baghlan province)
2002,Earthquake,Ground movement,,Afghanistan,"Dawabi, Khojakeder villages (Nahrin district, Baghlan province)"
2003,Earthquake,Ground movement,,Afghanistan,"Yaka Bagh area (Namakab district, Takhar province)"
2004,Earthquake,Ground movement,,Afghanistan,Paktya province
2005,Earthquake,Ground movement,,Afghanistan,Jalalabad district (Nangarhar province)
2005,Earthquake,Ground movement,,Afghanistan,"Alishang district (Laghman province), Jalalabad district (Nangarhar province), Badakhsan province"
2006,Earthquake,Ground movement,,Afghanistan,Emamsaheb district (Kunduz province)
2009,Earthquake,Ground movement,,Afghanistan,"Sherzad, Hesarak, Khogyani districts (Nangarhar province)"
2010,Earthquake,Ground movement,,Afghanistan,Samangan province
2012,Earthquake,Ground movement,,Afghanistan,"Burka, Mullah Jan villages (Burka district, Baghlan province) Nahrin, Guzargah-e-Nur, Khost Wa Fereng, Khwajahejran districts (Baghlan province)"
2013,Earthquake,Ground movement,,Afghanistan,"Kama, Dehbala, Lalpur, Surkhrod, Kuzkunar, Sherzad, Khogyani, Chaparhar, Dara-e-Nur, Goshta, Durbaba, Muhmand Dara, Behsud, Jalalabad, Batikot, Hesarak, Shinwar, Achin districts (Nangarhar province), Nurgal, Khaskunar, Sarkani, Chawkay (Kunar province)"
2015,Earthquake,Ground movement,,Afghanistan,"Badakhshan, Baghlan, Ghazni, Kapisa, Khost, Kunar, Nangarhar, Paktya, Panjsher, Parwan, Takhar, Kunduz, Nuristan, Laghman, Kabul provinces"
2015,Earthquake,Ground movement,,Afghanistan,"Ashkasham town (Eshkmesh district, Badakhshan province)"
1905,Earthquake,Ground movement,,Albania,Shkoder
1920,Earthquake,Ground movement,,Albania,"Tepelen, Dragoti, Peshtani, Maricaj"
1930,Earthquake,Ground movement,,Albania,"Vlore, Himare, Kuc"
1930,Earthquake,Ground movement,,Albania,"Vlore, Tepelene"
1931,Earthquake,Ground movement,,Albania,Korce
1942,Earthquake,Ground movement,,Albania,"Peshkopia, Magellare"
1962,Earthquake,Ground movement,,Albania,"Fier, Volre"
1967,Earthquake,Ground movement,,Albania,Shupenze (Albania-Yugo Border)
1979,Earthquake,Ground movement,,Albania,Northern
1982,Earthquake,Ground movement,,Albania," Lushnje, Bier, Berat"
1988,Earthquake,Ground movement,,Albania,"Tirana, Ulcinj-Bar"
1998,Earthquake,Ground movement,,Albania,"Kukes, Peshkopi"
2009,Earthquake,Ground movement,,Albania,Peshkopi district
2019,Earthquake,Ground movement,,Albania,Korçë county
2019,Earthquake,Ground movement,,Albania,"Durres, Tirana Counties"
2019,Earthquake,Ground movement,,Albania,"Durrës, Kruje, Tiranë, Lezhë"
1910,Earthquake,Ground movement,,Algeria,"Kabylie, Masqueray"
1946,Earthquake,Ground movement,,Algeria,"Hodna Mountains, Constantine"
1954,Earthquake,Ground movement,,Algeria,Orleansville
1960,Earthquake,Ground movement,,Algeria,"Melouza, Beni Illmane"
1965,Earthquake,Ground movement,,Algeria,M'sila & Environs
1967,Earthquake,Ground movement,,Algeria,Near Sig
1980,Earthquake,Ground movement,,Algeria,El Asnam
1985,Earthquake,Ground movement,,Algeria,Constantine-Skikda area
1987,Earthquake,Ground movement,,Algeria,"Wilaya de Chle, Wilaya de Tissemsilt, Daira de Bordj Bou Naama, Larbaa"
1988,Earthquake,Ground movement,,Algeria,"Blida, Mede-Algiers areas"
1989,Earthquake,Ground movement,,Algeria,"Chenoua, Blida, Tipasa, Boumerdes, Wilaya, El-Nador"
1992,Earthquake,Ground movement,,Algeria,Ain-Defla
1994,Earthquake,Ground movement,,Algeria,Mascara province
1999,Earthquake,Ground movement,,Algeria,Aïn Témuchent
2003,Earthquake,Ground movement,,Algeria,"Thenia, Zemmouri, Boumerdes, Dellys, Khemis El Khechna, Bordj Menaiel, Isser districts (Boumerdes province), Reghaia, Rouiba, Bab El Oued, Alger, Casbah, Hamma Anassers districts (Alger province)"
2003,Earthquake,Ground movement,,Algeria,Zemmouri district (Boumerdes province)
2004,Earthquake,Ground movement,,Algeria,"Alger, Boumerdes provinces"
2004,Earthquake,Ground movement,,Algeria,Boumerdes district (Boumerdes province)
2006,Earthquake,Ground movement,,Algeria,"Laalam village (Tamridjet district, Bejaia province)"
2014,Earthquake,Ground movement,,Algeria,"Alger, Boumerdes provinces"
2020,Earthquake,Ground movement,,Algeria,Mila province
2009,Earthquake,Tsunami,,American Samoa,"Pago Pago, Tula villages "
1920,Earthquake,Ground movement,,Argentina,Mendoza
1944,Earthquake,Ground movement,,Argentina,San Juan
1977,Earthquake,Ground movement,,Argentina,"Cardoba, Buenos Aires, Caucete, Bragado San Juan province"
1985,Earthquake,Ground movement,,Argentina,Mendoza province
2002,Earthquake,Ground movement,,Argentina,"Aminga, Anillaco, Agua Blanca, Chuquis towns (Castro Barros district, La Rioja Provinve)"
2021,Earthquake,Ground movement,,Argentina,San Juan Province
1931,Earthquake,Ground movement,,Armenia,"Zangezur, Nakhitchevan"
1997,Earthquake,Ground movement,,Armenia,"Noyemberyan city (Noemberjan district, Tavush province)"
1968,Earthquake,Ground movement,,Australia,"Perth, Meckering, Northam, Cunderdin"
1989,Earthquake,Ground movement,,Australia,Newcastle
1994,Earthquake,Ground movement,,Australia,"Cessnock, Hunter Valley"
1998,Earthquake,Ground movement,,Austria,Arnoldstein
1902,Earthquake,Ground movement,,Azerbaijan,Semacha
1998,Earthquake,Ground movement,,Azerbaijan,"Lenkoran, Lerik, Astara, Massali, Yardimili districts"
1999,Earthquake,Ground movement,,Azerbaijan,"Agdash, Geokchai, Udzhar"
2000,Earthquake,Ground movement,,Azerbaijan,"Absheron, Baku, Sumgayit districts (Absheron province)"
2012,Earthquake,Ground movement,,Azerbaijan,"Balaken, Gakh, Zagatala districts (Shaki-Zaqatala province)"
2012,Earthquake,Ground movement,,Azerbaijan,"Zagatala, Gakh districts (Shaki-Zaqatala province)"
1964,Earthquake,Ground movement,,Azores Islands,Sao Jorge Isl.
1980,Earthquake,Ground movement,,Azores Islands,"Terceira, San Miguel, Santa Maria Pico, Sao Jorge Islands"
1998,Earthquake,Ground movement,,Azores Islands,"Faial, Pico, Terceira Isl."
1988,Earthquake,Ground movement,,Bangladesh,Syhlet
1989,Earthquake,Ground movement,,Bangladesh,Banaripara area
1997,Earthquake,Ground movement,,Bangladesh,Chittagong
1999,Earthquake,Ground movement,,Bangladesh,Maheshkhali Isl. Level 1 = Chittagong Div
2000,Earthquake,Ground movement,,Bangladesh,"Maheshkhali area (Cox's Bazar district, Chittagong province)"
2003,Earthquake,Ground movement,,Bangladesh,"Chittagong, Cox's Bazar, Rangamati districts (Chittagong province)"
2015,Earthquake,Ground movement,,Bangladesh,"Savar area (Dhaka district, Dhaka province), Narayanganj, Gazipur, Gopalganj districts (Dhaka province), Sunamganj district (Sylhet province), Comilla, Feni districts (Chittagong province), Habiganj district (Sylhet province), Gangachara area (Rangpur district, Rangpur province), Gaibandha district (Rangpur province), Rajshahi, Naogaon, Bogra, Pabna districts (Rajshahi province)"
2016,Earthquake,Ground movement,,Bangladesh,"Dhaka, Jamalpur districts (Dhaka province), Rajshahi district (Rajshahi province), Lalmonirhat, Panchagarh districts (Rangpur province)"
2004,Earthquake,Tsunami,,Bangladesh,"Barisal, Chittagong, Khulna provinces"
2007,Earthquake,Ground movement,,Barbados,Bridgetown (St. Michael Province)
1983,Earthquake,Ground movement,,Belgium,Seraing (Liège)
1992,Earthquake,Ground movement,,Belgium,
2009,Earthquake,Ground movement,,Bhutan,"Monggar, Trashigang provinces"
2011,Earthquake,Ground movement,,Bhutan,"Paro, Thimphu provinces"
2021,Earthquake,Ground movement,,Bhutan,
1994,Earthquake,Ground movement,,Bolivia (Plurinational State of),"Arequipa, Cuzco provinces"
1998,Earthquake,Ground movement,,Bolivia (Plurinational State of),"Aiquile, Tortora"
1986,Earthquake,Ground movement,,Brazil,"Joao Camara, Pobo Branco"
2007,Earthquake,Ground movement,,Brazil,"Itacarambi, Januaria, Manga, Varzelandia districts (Minas Gerais province)"
1928,Earthquake,Ground movement,,Bulgaria,Plovdiv
1977,Earthquake,Ground movement,,Bulgaria,"Svishtov, Ruse"
1986,Earthquake,Ground movement,,Bulgaria,Strazhitsa (Tyrnovo region)
1990,Earthquake,Ground movement,,Bulgaria,North
2006,Earthquake,Ground movement,,Bulgaria,"Murgovo village (Kardzhali district, Kardzhali province)"
2012,Earthquake,Ground movement,,Bulgaria,"Pernik town (Pernik Province), Sofia town (Sofia-city Province)"
2004,Earthquake,Ground movement,,Burundi,"Ruyaga village (Rugombo district, Cibitoke province)"
1928,Earthquake,Tsunami,,Canada,"Burin Peninsula, Newfoundland"
1906,Earthquake,Ground movement,,Chile,Valparaiso
1922,Earthquake,Ground movement,,Chile,Atacama
1928,Earthquake,Ground movement,,Chile,Talca
1939,Earthquake,Ground movement,,Chile,Chillan region (Concepcion)
1943,Earthquake,Ground movement,,Chile,Illapel
1946,Earthquake,Ground movement,,Chile,Northern
1949,Earthquake,Ground movement,,Chile,"Angol, Traiguan"
1949,Earthquake,Ground movement,,Chile,Tierra del Fuego
1953,Earthquake,Ground movement,,Chile,"Chillan, Concepcion"
1953,Earthquake,Ground movement,,Chile,
1958,Earthquake,Ground movement,,Chile,
1965,Earthquake,Ground movement,,Chile,"Coquimbo, Santiago (Central Valley)"
1966,Earthquake,Ground movement,,Chile,Taltal & Catalina
1971,Earthquake,Ground movement,,Chile,"Valparaiso, Salamnca, Coquimbo"
1983,Earthquake,Ground movement,,Chile,"Atacama, Copiapo-Chanaral area"
1985,Earthquake,Ground movement,,Chile,"Valparaiso, Santiago, Talca, Copiapo, La Serena, Rancegua, Cauquenes, Concepcion"
1987,Earthquake,Ground movement,,Chile,"Arica, Iquique several small Andean towns"
1995,Earthquake,Ground movement,,Chile,"Antofagasta, Arica, Iquique, Tocopilla, Calama, Chuquicamasta, Antofagasta, Taltal, Diego de Almagro, Chanaral, Caldera, Copiapo, Vallenar, La serena"
1997,Earthquake,Ground movement,,Chile,"Elqui, Limari, Choapa (Coquimbo Region - Region IV)"
2005,Earthquake,Ground movement,,Chile,"Iquique, Alto Hospicio towns (Iquique district, Tarapaca province), Pozo Almonte, Pica, Camina, Huara, Colchane towns (Tamarugal district, Tarapaca province)"
2007,Earthquake,Ground movement,,Chile,"Tocopilla, Maria Elena, Quillagua town (Topicalla Province, Antofagasta Region), Mejillones (Antofagasta Province, Antofagasta Region)"
2012,Earthquake,Ground movement,,Chile,"Parral town (Linares district, Maule province), Santiago district (Metropolitana province), Biobio district (Biobio province)"
2014,Earthquake,Ground movement,,Chile,"Arica y Painacota province, Alto Hospicio commune (Iquique district, Tarapaca province)"
2019,Earthquake,Ground movement,,Chile,Coquimbo
1960,Earthquake,Tsunami,,Chile,"Puerto Montt, Valdivia (Arauco peninsula)"
2007,Earthquake,Tsunami,,Chile,"Puerto Aisen, Puerto Chacabuco towns (Aisen district, Aisen del General Carlos Ibañez del Campo province), Balmacada town (Coyhaique district, Aisen province), Cochrane town (Capitan Prat district, Aisen province)"
2010,Earthquake,Tsunami,,Chile,"Biobio province, Libertador Gral. Bernardo O'higgins, Valparaiso, Araucania, Metropolitana Santiago, Maule Provinces"
2015,Earthquake,Tsunami,,Chile,"Araucania, Atacama, Biobio, Coquimbo, Libertador Gral. Bernardo O’Higgins, Maule, Metropolitana, Valparaiso provinces"
1902,Earthquake,Ground movement,,China," XINJIANG, TURKESTAN"
1905,Earthquake,Ground movement,,China,Sichuan province
1906,Earthquake,Ground movement,,China,Xinjiang province
1907,Earthquake,Ground movement,,China,Tien Shan
1909,Earthquake,Ground movement,,China,Yunnan province
1913,Earthquake,Ground movement,,China,Yunnan province
1915,Earthquake,Ground movement,,China,
1917,Earthquake,Ground movement,,China,Yunnan province
1918,Earthquake,Ground movement,,China,Kwangtung (Guangdong)
1920,Earthquake,Ground movement,,China,"Gansu, Shanxi provinces"
1923,Earthquake,Ground movement,,China,Sichuan
1924,Earthquake,Ground movement,,China,Xinjiang
1925,Earthquake,Ground movement,,China,Talifu (Yunnan province)
1925,Earthquake,Ground movement,,China,Yunnan province
1927,Earthquake,Ground movement,,China,Gansu province
1930,Earthquake,Ground movement,,China,Yunnan province
1930,Earthquake,Ground movement,,China,Sichuan province
1931,Earthquake,Ground movement,,China,Xinjiang Weiwuer Zizhiqu province
1933,Earthquake,Ground movement,,China,Sichuan prpvince
1935,Earthquake,Ground movement,,China,Sichuan province
1936,Earthquake,Ground movement,,China,Gansu province 
1936,Earthquake,Ground movement,,China,Gansu province
1936,Earthquake,Ground movement,,China,Yunnan province
1937,Earthquake,Ground movement,,China,Shandong province
1940,Earthquake,Ground movement,,China,Yunnan province
1940,Earthquake,Ground movement,,China,Liaoning province
1941,Earthquake,Ground movement,,China,Heilongjiang province
1941,Earthquake,Ground movement,,China,Sichan province
1942,Earthquake,Ground movement,,China,"Southern China, Yunnan"
1942,Earthquake,Ground movement,,China,Simao (Yunnan province)
1945,Earthquake,Ground movement,,China,Hebei province
1948,Earthquake,Ground movement,,China,Sichuan province
1948,Earthquake,Ground movement,,China,Yunnan province
1949,Earthquake,Ground movement,,China,Xinjiang province
1951,Earthquake,Ground movement,,China,Yunnan province
1952,Earthquake,Ground movement,,China,Tibet (Xizang province)
1952,Earthquake,Ground movement,,China,Yunnan province
1955,Earthquake,Ground movement,,China,"Kangting, Sikang (Sichuan province)"
1967,Earthquake,Ground movement,,China,Sichuan province
1969,Earthquake,Ground movement,,China,"Tientsin (Swatow province), Yangjiang county (Huangdong province)"
1970,Earthquake,Ground movement,,China,Yunnan province
1973,Earthquake,Ground movement,,China,Western Sichuan
1974,Earthquake,Ground movement,,China,"Yunnan, Sichuan"
1975,Earthquake,Ground movement,,China,Anshan Liaoning province
1976,Earthquake,Ground movement,,China,"Tangshan, Pek.,Tientsin"
1976,Earthquake,Ground movement,,China,"Szechwan, Chengtu"
1979,Earthquake,Ground movement,,China,Lyang area (Jiangsu province)
1979,Earthquake,Ground movement,,China,Wu-Yuan area (Inner Mongolia)
1979,Earthquake,Ground movement,,China,"Nei Mongol, Wu-Yuan"
1981,Earthquake,Ground movement,,China,Sichuan province
1982,Earthquake,Ground movement,,China,Garze (Sichuan province)
1983,Earthquake,Ground movement,,China,Heze area (Shandong province)
1985,Earthquake,Ground movement,,China,Yunnan province
1985,Earthquake,Ground movement,,China,Wuqia-Shufu area
1986,Earthquake,Ground movement,,China,"Ombu area, Tibet"
1987,Earthquake,Ground movement,,China,Wushi area (XINGJIANG WEIWUER ZIZHIQU PROVINCE)
1987,Earthquake,Ground movement,,China,Ganzhou-Xunwu area
1988,Earthquake,Ground movement,,China,Lingwu (Ningxia province)
1988,Earthquake,Ground movement,,China,"Lancang, Menglian counties (Yunnan province)"
1989,Earthquake,Ground movement,,China,"Batang county Litang, Baiju, Derong, Xiangcheng, Daocheng counties (Sichuan province)"
1989,Earthquake,Ground movement,,China,Between Datong (Shanxi) and Yangyuan (Hebei)
1989,Earthquake,Ground movement,,China,"Gengma, Lancang, Menglian (Yunnan province)"
1989,Earthquake,Ground movement,,China,"Jiangbei county (Chong Qing, Sichuan Province)"
1989,Earthquake,Ground movement,,China,Xiaojin county (Sichuan province)
1990,Earthquake,Ground movement,,China,"Tian Zhu, Jing Tai, Gu Lang counties (Gansu Province)"
1990,Earthquake,Ground movement,,China,Qinghai Province
1991,Earthquake,Ground movement,,China,Keping County (Xinjiang Region)
1991,Earthquake,Ground movement,,China,"Yanggao, Hunyuan, Guangling, Tianzhen, Datong Counties (Shanxi province, Yangyuan, Yuxian Counties (Hebei province)"
1992,Earthquake,Ground movement,,China,Lhasa prefecture (Tibet)
1993,Earthquake,Ground movement,,China,Yunnan province
1993,Earthquake,Ground movement,,China,Shufu area
1994,Earthquake,Ground movement,,China,"Fujian, Guandong provinces (China) Peng-hu (Taiwan)"
1994,Earthquake,Ground movement,,China,"Guangxi, Gungdong provinces"
1994,Earthquake,Ground movement,,China,Gonghe area (Qinghai)
1995,Earthquake,Ground movement,,China,Lancang-Menglian-Ximeng area (Yunnan province)
1995,Earthquake,Ground movement,,China,Yunnan province
1995,Earthquake,Ground movement,,China,Ganzu
1996,Earthquake,Ground movement,,China,"Lishui, Ninglang, Haping counties (Lijian prefecture), Zhongdian (Diqing prefecture), Heqing, Jianchuan (Dali precture), Lanping (Nujiang prefecture) - Yunnan Province"
1996,Earthquake,Ground movement,,China,Guyang county (Inner Mongolia)
1996,Earthquake,Ground movement,,China,North Western Xinjiang
1996,Earthquake,Ground movement,,China,Lijiang (Yunnan Prov.)
1997,Earthquake,Ground movement,,China,Southern Xinjiang
1997,Earthquake,Ground movement,,China,"Kashi, Atushi (Jiashi county), Yuepuhu, Bachu, Shule, Yingjisha counties (Xinhiang autonomus region)"
1997,Earthquake,Ground movement,,China,Jiashi county (Xinjiang)
1997,Earthquake,Ground movement,,China,Jiashi county (Xinjiang)
1998,Earthquake,Ground movement,,China,Shangyi-Zhangbei (Hebei province)
1998,Earthquake,Ground movement,,China,"Huaping, Lijiang, Ninglang, Yongcheng counties (Shichuan province)"
1998,Earthquake,Ground movement,,China,Yunnan
1998,Earthquake,Ground movement,,China,"Artux, Kashy ( Xinjiang)"
1998,Earthquake,Ground movement,,China,Xinjiang
1998,Earthquake,Ground movement,,China,Jiashi county (Xinjiang)
1998,Earthquake,Ground movement,,China,Sichuan
1999,Earthquake,Ground movement,,China,"Zangbei County, Level 1 = Hebei"
1999,Earthquake,Ground movement,,China,Shanxi Province (Datong Area)
1999,Earthquake,Ground movement,,China,"Between Xiuyan and Haicheng (Sanjianfang, Liaoning province)"
2000,Earthquake,Ground movement,,China,"Yongren Xian, Yao'an Xian, Nanhua Xian, Dayao Xian areas (Chuxiong Yi district, Yunnan Sheng province), Xiangyun Xian area (Dali Bai district, Yunnan Sheng province) "
2000,Earthquake,Ground movement,,China,"Mile Xian area (Honghe Hani and Yi district, Yunnan Sheng province), Qiubei Xian area (Wenshan Zhuang and Miao district, Yunnan Sheng province)"
2000,Earthquake,Ground movement,,China,"Xiuyan Manzu Zizhixian area (Anshan district, Liaoning Sheng province)"
2000,Earthquake,Ground movement,,China,"Lanzhou Shi area (Lanzhou district, Gansu Sheng province)"
2000,Earthquake,Ground movement,,China,"Wuding Xian area (Chuxiong Yi district, Yunnan Sheng province)"
2001,Earthquake,Ground movement,,China,"Yajiang Xian, Kangding Xian areas (Garze Tibetan district, Sichuan Sheng province)"
2001,Earthquake,Ground movement,,China,"Shidian area (Baoshan district, Yunnan Sheng province)"
2001,Earthquake,Ground movement,,China,"Ninglang Yi Zizhixian area (Lijiang district, Yunnan Sheng province), Yanyuan Xian area (Liangshan Yi district, Sichuan Sheng province)"
2001,Earthquake,Ground movement,,China,"Donghua village (Yongsheng Xian area, Lijiang district, Yunnan Sheng province)"
2001,Earthquake,Ground movement,,China,"Yongsheng area (Lijiang district, Yunnan Sheng province)"
2002,Earthquake,Ground movement,,China,"Rulong village (Xinlong Xian area, Garze Tibetan district, Sichuan Sheng province)"
2002,Earthquake,Ground movement,,China,"Yumen Shi (Jiuquan district, Gansu Sheng province)"
2003,Earthquake,Ground movement,,China,"Payzawat village (Jiashi Xian area, Kashgar district, Xinjiang Uygur Zizhiqu province), Bachu Xian, Yuepuhu Xian, Yingjisha Xian, Maigaiti Xian, Shule Xian, Shufu Xian, Kashi Shi areas (Kashgar district, Xinjiang Uygur Zizhiqu province)"
2003,Earthquake,Ground movement,,China,"Dayao Xian area (Chuxiong Yi district, Yunnan Sheng province)"
2003,Earthquake,Ground movement,,China,"Huaitoutalazhen village (Delingha Shi area, Haixi Mongol and Tibetan district, Qinghai Sheng province)"
2003,Earthquake,Ground movement,,China,"Bachu Xian, Jiashi Xian areas (Kashgar district, Xinjiang Uygur Zizhiqu province)"
2003,Earthquake,Ground movement,,China,"Lindong village (Balin-Zuo Qi area, Chifeng district, Nei Mongol Zizhiqu province), Tianshanzhen village (Aluke'erqin Qi area, Chifeng district, Nei Mongol Zizhiqu province)"
2003,Earthquake,Ground movement,,China,"Dayao Xian area (Chuxiong Yi district, Yunnan Sheng province)"
2003,Earthquake,Ground movement,,China,"Minle Xian, Shandan Xian, Sunan Yugu Zizhixian areas (Zhangye district, Gansu Sheng province) "
2003,Earthquake,Ground movement,,China,"Min Xian area (Dingxi district, Gansu Sheng province), Lintan Xian, Zhuoni Xian areas (Gannan Tibetan district, Gansu Sheng province),"
2003,Earthquake,Ground movement,,China,"Ludian Xian area (Zhaotong district, Yunnan Sheng province)"
2003,Earthquake,Ground movement,,China,"Zhaosu Xian area (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)"
2003,Earthquake,Ground movement,,China,"Ludian Xian area (Zhaotong district, Yunnan Sheng province)"
2004,Earthquake,Ground movement,,China,"Xiwuzhumuqin Qi area (Xilin Gol district, Nei Mongol Zizhiqu province)"
2004,Earthquake,Ground movement,,China,"Ludian Xian area (Zhaotong district, Yunnan Sheng province)"
2004,Earthquake,Ground movement,,China,Baoshan district (Yunnan Sheng province)
2004,Earthquake,Ground movement,,China,Gansu Sheng province
2004,Earthquake,Ground movement,,China,"Delingha area (Haixi Mongol and Tibetan district, Qinghai Sheng province)"
2005,Earthquake,Ground movement,,China,Jiujiang district (Jiangxi Sheng province)
2005,Earthquake,Ground movement,,China,"Huize area (Qujing district, Yunnan Sheng province)"
2006,Earthquake,Ground movement,,China,"Doushazhen village (Yanjin Xian area, Zhaotong district, Yunnan Sheng province)"
2006,Earthquake,Ground movement,,China,"Mojiang area (Pu'er district, Yunnan Sheng province)"
2006,Earthquake,Ground movement,,China,"Yanjin area (Zhaotong district, Yunnan Sheng province)"
2006,Earthquake,Ground movement,,China,"Xinsi village (Tongwei Xian area, Dingxi district, Gansu Sheng province), Linjian village (Lintan Xian area, Gannan Tibetan district, Gansu Sheng province), Liping village (Hui Xian area, Longnan district, Gansu Sheng province)"
2006,Earthquake,Ground movement,,China,Hubei Sheng province
2006,Earthquake,Ground movement,,China,Chifeng district (Nei Mongol Zizhiqu province)
2007,Earthquake,Ground movement,,China,Pu'er district (Yunnan Sheng province)
2008,Earthquake,Ground movement,,China,"Wenchuan Xian, Aba Xian areas (Ngawa Tibetan and Qiang district, Sichuan Sheng province), Chengdu Shi area (Chengdu district, Sichuan Sheng province), Deyang Shi, Mianzhu areas (Deyang district, Sichuan Sheng province), Beichuan Xian, Mianyang Shi areas (Mianyang district, Sichuan Sheng province), Gansu Sheng, Chongqing Shi, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Henan Sheng, Shaanxi Sheng, Shanxi Sheng, Yunnan Sheng provinces"
2008,Earthquake,Ground movement,,China,"Qingchuan area (Guangyuan district, Sichuan Sheng province)"
2008,Earthquake,Ground movement,,China,"Yingjiang area (Dehong Dai and Jingpo district, Yunnan Sheng province)"
2008,Earthquake,Ground movement,,China,"Huili area (Liangshan Yi district, Sichuan Sheng province), Miyi area (Panzhihua district, Sichuan Sheng province), Kunming, Chuxiong Yi, Zhaotong, Lijiang, Dali Bai districts (Yunnan Sheng province)"
2008,Earthquake,Ground movement,,China,"Ningzhongxiang village (Dangxiong Xian area, Lhasa district, Xizang Zizhiqu province)"
2008,Earthquake,Ground movement,,China,Yunnan Sheng province
2008,Earthquake,Ground movement,,China,Sichuan Sheng province
2009,Earthquake,Ground movement,,China,"Chabucha'er Xibo Zizhixian, Zhaosu areas (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)"
2009,Earthquake,Ground movement,,China,"Guantun village (Yao'an Xian area, Chuxiong Yi district, Yunnan Sheng province), Dali Bai district (Yunnan Sheng province)"
2010,Earthquake,Ground movement,,China,Guizhou Sheng province
2010,Earthquake,Ground movement,,China,"Moxizhen village (Suining district, Sichuan Sheng province)"
2010,Earthquake,Ground movement,,China,Kunming district (Yunnan Sheng province)
2010,Earthquake,Ground movement,,China,"Yushu Xian area (Name Unknown district, Qinghai Sheng province)"
2010,Earthquake,Ground movement,,China,"Ningnan area (Liangshan Yi district, Sichuan Sheng province), Qiaojia area (Zhaotong district, Yunnan Sheng province)"
2011,Earthquake,Ground movement,,China,"Pingyuanzhen village (Yingjiang area, Dehong Dai and Jingpo district, Yunnan Sheng province)"
2011,Earthquake,Ground movement,,China,"Pingyuanzhen village (Yingjiang area, Dehong Dai and Jingpo district, Yunnan Sheng province)"
2011,Earthquake,Ground movement,,China,Yunnan Sheng province
2011,Earthquake,Ground movement,,China,"Shigatse, Shannan districts (Xizang Zizhiqu province)"
2011,Earthquake,Ground movement,,China,"Dabancheng area (Urumqi district, Xinjiang Uygur Zizhiqu province))"
2011,Earthquake,Ground movement,,China,"Yining, Gongliu areas (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)"
2011,Earthquake,Ground movement,,China,"Jiashi Xian, Kashi Shi areas (Kashgar district, Xinjiang Uygur Zizhiqu province)"
2012,Earthquake,Ground movement,,China,"Ninglang Yi Zizhixian area (Liangshan Yi district, Sichuan Sheng province), Yanyuan Xian area (Lijiang district, Yunnan Sheng province)"
2012,Earthquake,Ground movement,,China,Xinjiang Uygur Zizhiqu province
2012,Earthquake,Ground movement,,China,"Yiliang area (Zhaotong district, Yunnan Sheng province), Weining area (Bijie district, Guizhou Sheng province)"
2012,Earthquake,Ground movement,,China,Yangzhou district (Jiangsu Sheng province)
2012,Earthquake,Ground movement,,China,Xinjiang Uygur Zizhiqu province
2012,Earthquake,Ground movement,,China,Xinjiang Uygur Zizhiqu province
2013,Earthquake,Ground movement,,China,"Gannan Tibetan, Longnan, Dingxi, Tianshui, Baiyin, Lanzhou districts (Gansu Sheng province)"
2013,Earthquake,Ground movement,,China,"Benzilan village (Deqin Xian area, Deqen Tibetan district, Yunnan Sheng province)"
